"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-13 20:00","2023","11","13","20:00","8.7","","0.1","","55","","0.0","","","","","","","","100.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-13 21:00","2023","11","13","21:00","7.7","","0.9","","62","","0.0","","","","","","","","100.71","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-13 22:00","2023","11","13","22:00","7.3","","0.6","","63","","0.0","","","","","","","","100.77","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-13 23:00","2023","11","13","23:00","7.2","","0.5","","62","","0.0","","","","","","","","100.81","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 00:00","2023","11","14","00:00","6.8","","0.7","","65","","0.0","","","","","","","","100.88","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 01:00","2023","11","14","01:00","6.4","","0.9","","68","","0.0","","","","","","","","100.95","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 02:00","2023","11","14","02:00","6.8","","0.7","","65","","0.0","","","","","","","","101.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 03:00","2023","11","14","03:00","6.8","","0.7","","65","","0.0","","","","","","","","101.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 04:00","2023","11","14","04:00","6.7","","-0.3","","61","","0.0","","","","","","","","101.16","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 05:00","2023","11","14","05:00","6.7","","-0.1","","62","","0.0","","","","","","","","101.24","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 06:00","2023","11","14","06:00","6.6","","-0.1","","62","","0.0","","","","","","","","101.33","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 07:00","2023","11","14","07:00","6.6","","-0.9","","59","","0.0","","","","","","","","101.40","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 08:00","2023","11","14","08:00","6.1","","-1.1","","60","","0.0","","","","","","","","101.52","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 09:00","2023","11","14","09:00","6.1","","-2.0","","56","","0.0","","","","","","","","101.58","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 10:00","2023","11","14","10:00","6.4","","-2.1","","55","","0.0","","","","","","","","101.62","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 11:00","2023","11","14","11:00","7.0","","-2.0","","53","","0.0","","","","","","","","101.60","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 12:00","2023","11","14","12:00","7.4","","-2.4","","50","","0.0","","","","","","","","101.57","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 13:00","2023","11","14","13:00","8.9","","-2.0","","46","","0.0","","","","","","","","101.52","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 14:00","2023","11","14","14:00","8.7","","-0.9","","51","","0.0","","","","","","","","101.46","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 15:00","2023","11","14","15:00","7.5","","-0.4","","57","","0.0","","","","","","","","101.45","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 16:00","2023","11","14","16:00","7.0","","-0.1","","60","","0.0","","","","","","","","101.43","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 17:00","2023","11","14","17:00","6.7","","-0.2","","61","","0.0","","","","","","","","101.42","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 18:00","2023","11","14","18:00","6.6","","0.8","","67","","0.0","","","","","","","","101.45","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 19:00","2023","11","14","19:00","6.1","","1.2","","71","","0.0","","","","","","","","101.43","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 20:00","2023","11","14","20:00","6.6","","2.4","","75","","0.0","","","","","","","","101.38","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 21:00","2023","11","14","21:00","6.5","","2.0","","73","","0.0","","","","","","","","101.33","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 22:00","2023","11","14","22:00","6.1","","2.5","","78","","0.0","","","","","","","","101.33","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-14 23:00","2023","11","14","23:00","6.2","","1.5","","72","","0.0","","","","","","","","101.29","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 00:00","2023","11","15","00:00","5.4","","1.4","","76","","0.0","","","","","","","","101.25","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 01:00","2023","11","15","01:00","5.0","","1.8","","80","","0.0","","","","","","","","101.23","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 02:00","2023","11","15","02:00","4.8","","2.0","","82","","0.0","","","","","","","","101.20","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 03:00","2023","11","15","03:00","4.4","","1.9","","84","","0.0","","","","","","","","101.16","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 04:00","2023","11","15","04:00","3.7","","1.9","","88","","0.0","","","","","","","","101.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 05:00","2023","11","15","05:00","4.2","","2.7","","90","","0.0","","","","","","","","101.07","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 06:00","2023","11","15","06:00","4.8","","3.1","","88","","0.0","","","","","","","","101.03","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 07:00","2023","11","15","07:00","5.3","","3.7","","89","","0.0","","","","","","","","101.00","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 08:00","2023","11","15","08:00","5.9","","4.1","","88","","0.0","","","","","","","","100.97","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 09:00","2023","11","15","09:00","7.3","","3.8","","79","","0.0","","","","","","","","100.96","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 10:00","2023","11","15","10:00","8.6","","3.8","","72","","0.0","","","","","","","","100.89","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 11:00","2023","11","15","11:00","10.0","","3.3","","63","","0.0","","","","","","","","100.88","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 12:00","2023","11","15","12:00","11.9","","3.1","","55","","0.0","","","","","","","","100.76","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 13:00","2023","11","15","13:00","12.4","","1.6","","48","","0.0","","","","","","","","100.63","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 14:00","2023","11","15","14:00","13.0","","2.1","","47","","0.0","","","","","","","","100.58","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 15:00","2023","11","15","15:00","12.6","","1.7","","47","","0.0","","","","","","","","100.53","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 16:00","2023","11","15","16:00","11.4","","2.9","","56","","0.0","","","","","","","","100.51","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 17:00","2023","11","15","17:00","10.6","","3.3","","61","","0.0","","","","","","","","100.49","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 18:00","2023","11","15","18:00","9.6","","4.2","","69","","0.0","","","","","","","","100.61","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 19:00","2023","11","15","19:00","9.6","","3.6","","66","","0.0","","","","","","","","100.64","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 20:00","2023","11","15","20:00","9.8","","2.6","","61","","0.0","","","","","","","","100.69","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 21:00","2023","11","15","21:00","9.4","","2.3","","61","","0.0","","","","","","","","100.70","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 22:00","2023","11","15","22:00","7.6","","2.3","","69","","0.0","","","","","","","","100.74","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-15 23:00","2023","11","15","23:00","7.3","","2.4","","71","","0.0","","","","","","","","100.74","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 00:00","2023","11","16","00:00","6.9","","2.5","","73","","0.0","","","","","","","","100.76","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 01:00","2023","11","16","01:00","6.8","","2.5","","74","","0.0","","","","","","","","100.80","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 02:00","2023","11","16","02:00","6.0","","2.0","","76","","0.0","","","","","","","","100.78","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 03:00","2023","11","16","03:00","5.8","","1.9","","76","","0.0","","","","","","","","100.82","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 04:00","2023","11","16","04:00","5.0","","1.2","","77","","0.0","","","","","","","","100.81","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 05:00","2023","11","16","05:00","4.8","","1.2","","78","","0.0","","","","","","","","100.85","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 06:00","2023","11","16","06:00","5.0","","0.3","","72","","0.0","","","","","","","","100.85","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 07:00","2023","11","16","07:00","5.1","","0.7","","73","","0.0","","","","","","","","100.87","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 08:00","2023","11","16","08:00","5.5","","0.6","","71","","0.0","","","","","","","","100.93","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 09:00","2023","11","16","09:00","7.8","","0.2","","58","","0.0","","","","","","","","100.91","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 10:00","2023","11","16","10:00","10.1","","-0.7","","47","","0.0","","","","","","","","100.88","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 11:00","2023","11","16","11:00","10.7","","-0.9","","45","","0.0","","","","","","","","100.83","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 12:00","2023","11","16","12:00","11.2","","0.0","","46","","0.0","","","","","","","","100.75","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 13:00","2023","11","16","13:00","11.5","","0.5","","47","","0.0","","","","","","","","100.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 14:00","2023","11","16","14:00","10.9","","2.0","","54","","0.0","","","","","","","","100.59","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 15:00","2023","11","16","15:00","11.7","","4.0","","59","","0.0","","","","","","","","100.46","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 16:00","2023","11","16","16:00","11.7","","4.4","","61","","0.0","","","","","","","","100.42","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 17:00","2023","11","16","17:00","9.2","","4.5","","72","","0.0","","","","","","","","100.34","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 18:00","2023","11","16","18:00","8.8","","4.8","","76","","0.0","","","","","","","","100.34","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 19:00","2023","11","16","19:00","8.8","","5.5","","80","","0.0","","","","","","","","100.28","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 20:00","2023","11","16","20:00","8.3","","5.4","","82","","0.0","","","","","","","","100.19","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 21:00","2023","11","16","21:00","8.1","","5.4","","83","","0.0","","","","","","","","100.10","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 22:00","2023","11","16","22:00","10.1","","4.9","","70","","0.0","","","","","","","","100.02","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-16 23:00","2023","11","16","23:00","10.7","","4.4","","65","","0.0","","","","","","","","99.92","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 00:00","2023","11","17","00:00","11.8","","3.4","","57","","0.0","","","","","","","","99.82","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 01:00","2023","11","17","01:00","12.0","","3.5","","56","","0.0","","","","","","","","99.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 02:00","2023","11","17","02:00","11.8","","3.8","","58","","0.0","","","","","","","","99.64","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 03:00","2023","11","17","03:00","12.1","","3.7","","57","","0.0","","","","","","","","99.57","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 04:00","2023","11","17","04:00","12.8","","3.4","","53","","0.0","","","","","","","","99.49","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 05:00","2023","11","17","05:00","12.4","","3.6","","55","","0.0","","","","","","","","99.43","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 06:00","2023","11","17","06:00","12.9","","3.3","","52","","0.0","","","","","","","","99.36","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 07:00","2023","11","17","07:00","12.8","","3.6","","54","","0.0","","","","","","","","99.30","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 08:00","2023","11","17","08:00","12.3","","4.5","","59","","0.0","","","","","","","","99.29","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 09:00","2023","11","17","09:00","12.4","","6.2","","66","","0.0","","","","","","","","99.27","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 10:00","2023","11","17","10:00","12.3","","7.1","","71","","0.0","","","","","","","","99.27","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 11:00","2023","11","17","11:00","11.9","","7.8","","76","","0.0","","","","","","","","99.21","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 12:00","2023","11","17","12:00","11.5","","8.9","","84","","0.0","","","","","","","","99.21","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 13:00","2023","11","17","13:00","10.1","","6.9","","81","","0.0","","","","","","","","99.30","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 14:00","2023","11","17","14:00","8.9","","6.3","","84","","0.5","","","","","","","","99.36","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 15:00","2023","11","17","15:00","8.4","","5.3","","81","","0.0","","","","","","","","99.43","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 16:00","2023","11","17","16:00","7.0","","3.2","","76","","0.0","","","","","","","","99.55","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 17:00","2023","11","17","17:00","6.8","","2.3","","73","","0.0","","","","","","","","99.67","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 18:00","2023","11","17","18:00","5.7","","1.3","","73","","0.0","","","","","","","","99.80","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 19:00","2023","11","17","19:00","5.1","","1.0","","75","","0.0","","","","","","","","99.88","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 20:00","2023","11","17","20:00","4.6","","1.0","","77","","0.0","","","","","","","","99.93","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 21:00","2023","11","17","21:00","4.4","","1.2","","80","","0.0","","","","","","","","99.95","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 22:00","2023","11","17","22:00","3.2","","-0.1","","79","","0.0","","","","","","","","99.97","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-17 23:00","2023","11","17","23:00","3.5","","-1.0","","72","","0.0","","","","","","","","100.03","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 00:00","2023","11","18","00:00","3.8","","-2.2","","65","","0.0","","","","","","","","100.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 01:00","2023","11","18","01:00","3.8","","-2.3","","65","","0.0","","","","","","","","100.05","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 02:00","2023","11","18","02:00","3.8","","-1.8","","67","","0.0","","","","","","","","100.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 03:00","2023","11","18","03:00","3.3","","-1.8","","69","","0.0","","","","","","","","100.10","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 04:00","2023","11","18","04:00","2.1","","-2.2","","73","","0.0","","","","","","","","100.11","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 05:00","2023","11","18","05:00","2.0","","-2.2","","74","","0.0","","","","","","","","100.14","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 06:00","2023","11","18","06:00","1.8","","-3.0","","71","","0.0","","","","","","","","100.15","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 07:00","2023","11","18","07:00","0.8","","-3.6","","73","","0.0","","","","","","","","100.15","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 08:00","2023","11","18","08:00","1.1","","-3.8","","70","","0.0","","","","","","","","100.15","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 09:00","2023","11","18","09:00","2.7","","-3.7","","63","","0.0","","","","","","","","100.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 10:00","2023","11","18","10:00","4.2","","-3.8","","56","","0.0","","","","","","","","100.20","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 11:00","2023","11","18","11:00","5.6","","-3.5","","52","","0.0","","","","","","","","100.10","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 12:00","2023","11","18","12:00","5.8","","-3.4","","52","","0.0","","","","","","","","100.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 13:00","2023","11","18","13:00","6.8","","-2.0","","53","","0.0","","","","","","","","99.96","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 14:00","2023","11","18","14:00","6.8","","-0.7","","59","","0.0","","","","","","","","99.86","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 15:00","2023","11","18","15:00","8.0","","-3.7","","44","","0.0","","","","","","","","99.75","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 16:00","2023","11","18","16:00","8.4","","-4.7","","39","","0.0","","","","","","","","99.67","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 17:00","2023","11","18","17:00","7.9","","-5.6","","38","","0.0","","","","","","","","99.66","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 18:00","2023","11","18","18:00","7.5","","-5.4","","39","","0.0","","","","","","","","99.71","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 19:00","2023","11","18","19:00","7.2","","-4.3","","44","","0.0","","","","","","","","99.70","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 20:00","2023","11","18","20:00","6.2","","-3.4","","50","","0.0","","","","","","","","99.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 21:00","2023","11","18","21:00","5.6","","-2.8","","55","","0.0","","","","","","","","99.66","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 22:00","2023","11","18","22:00","5.3","","-2.4","","57","","0.0","","","","","","","","99.66","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-18 23:00","2023","11","18","23:00","4.6","","-2.2","","61","","0.0","","","","","","","","99.62","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 00:00","2023","11","19","00:00","4.2","","-1.7","","66","","0.0","","","","","","","","99.65","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 01:00","2023","11","19","01:00","4.0","","-1.2","","69","","0.0","","","","","","","","99.62","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 02:00","2023","11","19","02:00","3.6","","-1.1","","71","","0.0","","","","","","","","99.62","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 03:00","2023","11","19","03:00","3.4","","-1.0","","73","","0.0","","","","","","","","99.67","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 04:00","2023","11","19","04:00","2.8","","-0.9","","77","","0.0","","","","","","","","99.71","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 05:00","2023","11","19","05:00","2.3","","-1.2","","77","","0.0","","","","","","","","99.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 06:00","2023","11","19","06:00","1.9","","-1.6","","78","","0.0","","","","","","","","99.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 07:00","2023","11","19","07:00","2.0","","-1.7","","77","","0.0","","","","","","","","99.76","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 08:00","2023","11","19","08:00","3.1","","-1.5","","71","","0.0","","","","","","","","99.83","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 09:00","2023","11","19","09:00","4.4","","-1.2","","67","","0.0","","","","","","","","99.87","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 10:00","2023","11","19","10:00","6.7","","-0.7","","59","","0.0","","","","","","","","99.90","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 11:00","2023","11","19","11:00","5.8","","-1.0","","62","","0.0","","","","","","","","99.99","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 12:00","2023","11","19","12:00","4.3","","-3.3","","58","","0.0","","","","","","","","100.10","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 13:00","2023","11","19","13:00","4.6","","-4.1","","53","","0.0","","","","","","","","100.13","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 14:00","2023","11","19","14:00","5.0","","-4.4","","51","","0.0","","","","","","","","100.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 15:00","2023","11","19","15:00","4.3","","-4.1","","55","","0.0","","","","","","","","100.23","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 16:00","2023","11","19","16:00","4.3","","-4.4","","53","","0.0","","","","","","","","100.31","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 17:00","2023","11","19","17:00","3.7","","-5.5","","51","","0.0","","","","","","","","100.42","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 18:00","2023","11","19","18:00","3.3","","-5.9","","51","","0.0","","","","","","","","100.52","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 19:00","2023","11","19","19:00","3.3","","-6.1","","50","","0.0","","","","","","","","100.63","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 20:00","2023","11","19","20:00","3.2","","-5.5","","53","","0.0","","","","","","","","100.69","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 21:00","2023","11","19","21:00","2.9","","-5.7","","53","","0.0","","","","","","","","100.77","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 22:00","2023","11","19","22:00","2.1","","-6.3","","54","","0.0","","","","","","","","100.86","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-19 23:00","2023","11","19","23:00","1.2","","-6.8","","55","","0.0","","","","","","","","100.94","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 00:00","2023","11","20","00:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 01:00","2023","11","20","01:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 02:00","2023","11","20","02:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 03:00","2023","11","20","03:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 04:00","2023","11","20","04:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 05:00","2023","11","20","05:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 06:00","2023","11","20","06:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 07:00","2023","11","20","07:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 08:00","2023","11","20","08:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 09:00","2023","11","20","09:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 10:00","2023","11","20","10:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 11:00","2023","11","20","11:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 12:00","2023","11","20","12:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 13:00","2023","11","20","13:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 14:00","2023","11","20","14:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 15:00","2023","11","20","15:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 16:00","2023","11","20","16:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 17:00","2023","11","20","17:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 18:00","2023","11","20","18:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 19:00","2023","11","20","19:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 20:00","2023","11","20","20:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 21:00","2023","11","20","21:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 22:00","2023","11","20","22:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-20 23:00","2023","11","20","23:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-21 00:00","2023","11","21","00:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-21 01:00","2023","11","21","01:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-21 02:00","2023","11","21","02:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-21 03:00","2023","11","21","03:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-21 04:00","2023","11","21","04:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-21 05:00","2023","11","21","05:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-21 06:00","2023","11","21","06:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-21 07:00","2023","11","21","07:00"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-21 08:00","2023","11","21","08:00"
