"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 00:00","2023","11","01","00:00","2.0","","-3.0","","70","","0.0","","","","","","","","100.22","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 01:00","2023","11","01","01:00","1.5","","-2.8","","73","","0.0","","","","","","","","100.25","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 02:00","2023","11","01","02:00","0.8","","-2.6","","78","","0.0","","","","","","","","100.25","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 03:00","2023","11","01","03:00","0.7","","-2.8","","78","","0.0","","","","","","","","100.28","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 04:00","2023","11","01","04:00","0.5","","-2.8","","79","","0.0","","","","","","","","100.31","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 05:00","2023","11","01","05:00","0.5","","-3.1","","76","","0.0","","","","","","","","100.37","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 06:00","2023","11","01","06:00","0.4","","-4.3","","71","","0.0","","","","","","","","100.46","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 07:00","2023","11","01","07:00","0.2","","-4.5","","71","","0.0","","","","","","","","100.51","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 08:00","2023","11","01","08:00","0.5","","-4.6","","69","","0.0","","","","","","","","100.65","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 09:00","2023","11","01","09:00","1.3","","-4.2","","67","","0.0","","","","","","","","100.76","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 10:00","2023","11","01","10:00","2.5","","-4.2","","61","","0.0","","","","","","","","100.85","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 11:00","2023","11","01","11:00","3.3","","-4.8","","55","","0.0","","","","","","","","100.90","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 12:00","2023","11","01","12:00","4.6","","-5.1","","49","","0.0","","","","","","","","100.92","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 13:00","2023","11","01","13:00","4.3","","-5.0","","51","","0.0","","","","","","","","100.92","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 14:00","2023","11","01","14:00","5.1","","-5.1","","48","","0.0","","","","","","","","100.93","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 15:00","2023","11","01","15:00","5.0","","-5.5","","46","","0.0","","","","","","","","100.94","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 16:00","2023","11","01","16:00","4.7","","-5.9","","46","","0.0","","","","","","","","100.97","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 17:00","2023","11","01","17:00","4.1","","-7.4","","43","","0.0","","","","","","","","101.02","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 18:00","2023","11","01","18:00","3.1","","-7.4","","46","","0.0","","","","","","","","101.08","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 19:00","2023","11","01","19:00","2.7","","-7.7","","47","","0.0","","","","","","","","101.14","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 20:00","2023","11","01","20:00","2.7","","-7.2","","48","","0.0","","","","","","","","101.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 21:00","2023","11","01","21:00","2.7","","-6.6","","51","","0.0","","","","","","","","101.17","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 22:00","2023","11","01","22:00","3.2","","-6.6","","48","","0.0","","","","","","","","101.17","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-01 23:00","2023","11","01","23:00","3.6","","-4.6","","55","","0.0","","","","","","","","101.19","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 00:00","2023","11","02","00:00","3.5","","-4.1","","57","","0.0","","","","","","","","101.20","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 01:00","2023","11","02","01:00","3.5","","-4.9","","54","","0.0","","","","","","","","101.23","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 02:00","2023","11","02","02:00","3.7","","-6.1","","49","","0.0","","","","","","","","101.26","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 03:00","2023","11","02","03:00","3.6","","-6.4","","48","","0.0","","","","","","","","101.25","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 04:00","2023","11","02","04:00","3.5","","-5.9","","50","","0.0","","","","","","","","101.23","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 05:00","2023","11","02","05:00","3.5","","-5.0","","54","","0.0","","","","","","","","101.24","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 06:00","2023","11","02","06:00","3.4","","-4.5","","56","","0.0","","","","","","","","101.26","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 07:00","2023","11","02","07:00","3.2","","-4.0","","59","","0.0","","","","","","","","101.26","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 08:00","2023","11","02","08:00","4.1","","-3.2","","59","","0.0","","","","","","","","101.28","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 09:00","2023","11","02","09:00","5.5","","-3.1","","54","","0.0","","","","","","","","101.30","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 10:00","2023","11","02","10:00","7.0","","-3.0","","49","","0.0","","","","","","","","101.29","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 11:00","2023","11","02","11:00","7.3","","-2.9","","48","","0.0","","","","","","","","101.29","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 12:00","2023","11","02","12:00","7.6","","-0.6","","56","","0.0","","","","","","","","101.23","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 13:00","2023","11","02","13:00","8.1","","-0.2","","56","","0.0","","","","","","","","101.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 14:00","2023","11","02","14:00","8.5","","0.6","","57","","0.0","","","","","","","","101.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 15:00","2023","11","02","15:00","8.6","","1.6","","61","","0.0","","","","","","","","101.08","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 16:00","2023","11","02","16:00","8.6","","0.6","","57","","0.0","","","","","","","","101.08","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 17:00","2023","11","02","17:00","8.4","","0.4","","57","","0.0","","","","","","","","101.08","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 18:00","2023","11","02","18:00","8.1","","-0.1","","56","","0.0","","","","","","","","101.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 19:00","2023","11","02","19:00","8.1","","0.6","","59","","0.0","","","","","","","","101.15","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 20:00","2023","11","02","20:00","8.1","","-0.5","","55","","0.0","","","","","","","","101.11","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 21:00","2023","11","02","21:00","8.2","","0.0","","56","","0.0","","","","","","","","101.08","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 22:00","2023","11","02","22:00","8.5","","0.1","","55","","0.0","","","","","","","","101.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-02 23:00","2023","11","02","23:00","8.7","","0.5","","56","","0.0","","","","","","","","100.99","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 00:00","2023","11","03","00:00","8.8","","1.2","","59","","0.0","","","","","","","","100.95","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 01:00","2023","11","03","01:00","8.8","","1.6","","60","","0.0","","","","","","","","100.89","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 02:00","2023","11","03","02:00","8.9","","0.9","","57","","0.0","","","","","","","","100.86","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 03:00","2023","11","03","03:00","8.9","","2.1","","63","","0.0","","","","","","","","100.83","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 04:00","2023","11","03","04:00","8.8","","2.7","","66","","0.0","","","","","","","","100.79","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 05:00","2023","11","03","05:00","9.0","","3.0","","66","","0.0","","","","","","","","100.78","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 06:00","2023","11","03","06:00","8.7","","3.5","","70","","0.0","","","","","","","","100.75","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 07:00","2023","11","03","07:00","8.4","","4.1","","74","","0.0","","","","","","","","100.75","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 08:00","2023","11","03","08:00","8.7","","4.2","","73","","0.0","","","","","","","","100.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 09:00","2023","11","03","09:00","9.8","","2.9","","62","","0.0","","","","","","","","100.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 10:00","2023","11","03","10:00","10.8","","3.1","","59","","0.0","","","","","","","","100.67","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 11:00","2023","11","03","11:00","11.2","","2.8","","56","","0.0","","","","","","","","100.60","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 12:00","2023","11","03","12:00","11.2","","2.9","","57","","0.0","","","","","","","","100.51","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 13:00","2023","11","03","13:00","12.7","","2.7","","50","","0.0","","","","","","","","100.43","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 14:00","2023","11","03","14:00","12.9","","3.0","","51","","0.0","","","","","","","","100.36","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 15:00","2023","11","03","15:00","12.8","","1.9","","47","","0.0","","","","","","","","100.31","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 16:00","2023","11","03","16:00","12.8","","1.7","","47","","0.0","","","","","","","","100.32","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 17:00","2023","11","03","17:00","12.5","","0.7","","44","","0.0","","","","","","","","100.33","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 18:00","2023","11","03","18:00","13.2","","-0.6","","39","","0.0","","","","","","","","100.36","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 19:00","2023","11","03","19:00","13.6","","-0.1","","39","","0.0","","","","","","","","100.39","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 20:00","2023","11","03","20:00","13.6","","0.6","","41","","0.0","","","","","","","","100.42","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 21:00","2023","11","03","21:00","13.7","","0.5","","40","","0.0","","","","","","","","100.49","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 22:00","2023","11","03","22:00","13.1","","0.7","","43","","0.0","","","","","","","","100.55","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-03 23:00","2023","11","03","23:00","12.5","","0.9","","45","","0.0","","","","","","","","100.58","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 00:00","2023","11","04","00:00","12.2","","1.2","","47","","0.0","","","","","","","","100.61","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 01:00","2023","11","04","01:00","11.8","","1.5","","49","","0.0","","","","","","","","100.64","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 02:00","2023","11","04","02:00","11.2","","1.9","","53","","0.0","","","","","","","","100.63","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 03:00","2023","11","04","03:00","10.8","","2.1","","55","","0.0","","","","","","","","100.61","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 04:00","2023","11","04","04:00","9.9","","3.5","","64","","0.1","","","","","","","","100.63","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 05:00","2023","11","04","05:00","9.3","","5.0","","74","","0.0","","","","","","","","100.67","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 06:00","2023","11","04","06:00","8.2","","6.1","","87","","0.7","","","","","","","","100.71","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 07:00","2023","11","04","07:00","7.9","","6.1","","89","","1.1","","","","","","","","100.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 08:00","2023","11","04","08:00","8.1","","6.4","","89","","0.1","","","","","","","","100.78","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 09:00","2023","11","04","09:00","8.5","","6.3","","86","","0.0","","","","","","","","100.80","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 10:00","2023","11","04","10:00","9.2","","6.5","","83","","0.0","","","","","","","","100.79","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 11:00","2023","11","04","11:00","9.9","","6.7","","81","","0.0","","","","","","","","100.76","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 12:00","2023","11","04","12:00","10.8","","6.2","","73","","0.0","","","","","","","","100.69","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 13:00","2023","11","04","13:00","10.9","","6.3","","73","","0.0","","","","","","","","100.64","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 14:00","2023","11","04","14:00","10.8","","6.7","","75","","0.0","","","","","","","","100.61","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 15:00","2023","11","04","15:00","10.4","","6.4","","76","","0.0","","","","","","","","100.59","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 16:00","2023","11","04","16:00","10.5","","6.3","","75","","0.0","","","","","","","","100.57","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 17:00","2023","11","04","17:00","10.2","","6.0","","75","","0.0","","","","","","","","100.54","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 18:00","2023","11","04","18:00","9.8","","5.7","","76","","0.0","","","","","","","","100.55","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 19:00","2023","11","04","19:00","9.7","","6.2","","79","","0.0","","","","","","","","100.55","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 20:00","2023","11","04","20:00","9.7","","6.1","","78","","0.0","","","","","","","","100.57","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 21:00","2023","11","04","21:00","9.7","","6.4","","80","","0.0","","","","","","","","100.56","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 22:00","2023","11","04","22:00","9.3","","5.5","","77","","0.0","","","","","","","","100.56","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-04 23:00","2023","11","04","23:00","8.8","","4.1","","72","","0.0","","","","","","","","100.52","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 00:00","2023","11","05","00:00","8.2","","3.4","","72","","0.0","","","","","","","","100.48","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 01:00","2023","11","05","01:00","7.7","","3.0","","72","","0.0","","","","","","","","100.47","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 02:00","2023","11","05","02:00","6.9","","2.6","","74","","0.0","","","","","","","","100.46","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 03:00","2023","11","05","03:00","6.4","","2.4","","76","","0.0","","","","","","","","100.50","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 04:00","2023","11","05","04:00","5.7","","2.1","","78","","0.0","","","","","","","","100.51","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 05:00","2023","11","05","05:00","5.4","","1.2","","74","","0.0","","","","","","","","100.57","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 06:00","2023","11","05","06:00","5.0","","0.5","","73","","0.0","","","","","","","","100.63","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 07:00","2023","11","05","07:00","4.6","","0.2","","73","","0.0","","","","","","","","100.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 08:00","2023","11","05","08:00","4.4","","0.0","","73","","0.0","","","","","","","","100.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 09:00","2023","11","05","09:00","6.2","","0.5","","67","","0.0","","","","","","","","100.74","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 10:00","2023","11","05","10:00","7.5","","0.2","","60","","0.0","","","","","","","","100.77","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 11:00","2023","11","05","11:00","8.5","","-0.4","","54","","0.0","","","","","","","","100.79","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 12:00","2023","11","05","12:00","9.0","","-0.7","","51","","0.0","","","","","","","","100.76","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 13:00","2023","11","05","13:00","9.7","","-0.4","","49","","0.0","","","","","","","","100.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 14:00","2023","11","05","14:00","9.4","","1.3","","57","","0.0","","","","","","","","100.69","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 15:00","2023","11","05","15:00","8.4","","1.2","","61","","0.0","","","","","","","","100.66","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 16:00","2023","11","05","16:00","8.4","","1.3","","61","","0.0","","","","","","","","100.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 17:00","2023","11","05","17:00","8.2","","1.0","","60","","0.0","","","","","","","","100.69","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 18:00","2023","11","05","18:00","8.3","","1.5","","62","","0.0","","","","","","","","100.74","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 19:00","2023","11","05","19:00","8.3","","1.0","","60","","0.0","","","","","","","","100.75","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 20:00","2023","11","05","20:00","8.5","","1.3","","60","","0.0","","","","","","","","100.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 21:00","2023","11","05","21:00","8.4","","2.1","","64","","0.0","","","","","","","","100.70","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 22:00","2023","11","05","22:00","8.5","","1.1","","60","","0.0","","","","","","","","100.71","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-05 23:00","2023","11","05","23:00","8.6","","1.0","","59","","0.0","","","","","","","","100.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 00:00","2023","11","06","00:00","8.4","","1.6","","62","","0.0","","","","","","","","100.61","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 01:00","2023","11","06","01:00","8.7","","2.8","","67","","0.0","","","","","","","","100.62","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 02:00","2023","11","06","02:00","8.6","","3.0","","68","","0.0","","","","","","","","100.56","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 03:00","2023","11","06","03:00","8.6","","3.2","","69","","0.0","","","","","","","","100.54","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 04:00","2023","11","06","04:00","8.5","","3.6","","72","","0.0","","","","","","","","100.51","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 05:00","2023","11","06","05:00","8.7","","3.4","","69","","0.0","","","","","","","","100.53","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 06:00","2023","11","06","06:00","8.7","","4.0","","73","","0.0","","","","","","","","100.46","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 07:00","2023","11","06","07:00","8.4","","3.9","","73","","0.0","","","","","","","","100.39","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 08:00","2023","11","06","08:00","8.6","","4.2","","74","","0.0","","","","","","","","100.38","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 09:00","2023","11","06","09:00","9.0","","4.3","","72","","0.0","","","","","","","","100.26","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 10:00","2023","11","06","10:00","9.6","","4.2","","69","","0.0","","","","","","","","100.10","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 11:00","2023","11","06","11:00","10.1","","4.4","","67","","0.0","","","","","","","","99.98","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 12:00","2023","11","06","12:00","10.0","","4.6","","69","","0.0","","","","","","","","99.85","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 13:00","2023","11","06","13:00","11.0","","5.8","","70","","0.3","","","","","","","","99.65","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 14:00","2023","11","06","14:00","11.7","","4.7","","62","","0.0","","","","","","","","99.45","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 15:00","2023","11","06","15:00","11.7","","5.1","","64","","0.0","","","","","","","","99.33","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 16:00","2023","11","06","16:00","10.5","","6.5","","76","","2.2","","","","","","","","99.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 17:00","2023","11","06","17:00","9.8","","7.9","","88","","1.9","","","","","","","","99.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 18:00","2023","11","06","18:00","10.2","","6.6","","78","","0.3","","","","","","","","99.07","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2023-11-06 19:00","2023","11","06","19:00","10.9","","7.1","","78","","0.0","","","","","","","","99.05","","","","","","NA"
